task_id,solution,base_status,plus_status,base_fail_tests,plus_fail_tests,gt_solution,question_prompt,entry_point
Mbpp/240,"def replace_last_element(first_list, second_list):
    """"""
    Replaces the last element of the first list with the elements of the second list.
    
    Args:
        first_list (list): The first list to modify.
        second_list (list): The list to use for replacing the last element of first_list.
        
    Returns:
        list: The modified first list.
    """"""
    # Ensure both lists have the same length
    assert len(first_list) == len(second_list), ""Lists must have the same length""
    
    # Replace the last element of the first list
    first_list[-1] = second_list
    
    return first_list

# Test the function
assert replace_last_element([1, 3, 5, 7, 9, 10], [2, 4, 6, 8]) == [1, 3, 5, 7, 9, 2, 4, 6, 8]",fail,fail,[],[],"
def replace_list(list1, list2):
    return list1[:-1] + list2
","""""""
Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.
assert replace_list([1, 3, 5, 7, 9, 10],[2, 4, 6, 8])==[1, 3, 5, 7, 9, 2, 4, 6, 8]
""""""
",replace_list
Mbpp/142,"def count_samepair(list1, list2, list3):
    """"""
    Count the number of identical items in the same position across three given lists.

    :param list1: First list
    :param list2: Second list
    :param list3: Third list
    :return: The count of identical items in the same position across all three lists
    """"""
    count = 0
    for i in range(len(list1)):
        if list1[i] == list2[i] == list3[i]:
            count += 1
    return count",pass,fail,[],"[[[1, 2, 3, 4, 5, 6], [1, 2, 3, 4, 5], [1, 2, 3, 4, 5, 6, 7, 8]]]","
def count_samepair(list1,list2,list3):
    return sum(m == n == o for m, n, o in zip(list1,list2,list3))
","""""""
Write a function to count number items that are identical in the same position of three given lists.
assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,9],[2,1,3,1,2,6,7,9])==3
""""""
",count_samepair
Mbpp/165,"def count_char_position(s):
    # Convert the string to lowercase for case-insensitive comparison
    s = s.lower()
    
    # Initialize a counter for characters at alphabet positions
    count = 0
    
    # Iterate over each character in the string
    for char in s:
        # Check if the character is in the English alphabet (case-insensitive)
        if char.isalpha():
            # Check if the position in the string matches the position in the alphabet
            if ord(char) == ord('a') + i:
                count += 1
            elif ord(char) == ord('e') + i:
                count += 1  # 'e' is at position 5 in the alphabet
    return count",fail,fail,[['xbcefg']],[['xyzXYZ']],"
def count_char_position(str1): 
    return sum(ord(ch.lower()) - ord('a') == i for i, ch in enumerate(str1))
","""""""
Write a function to count the number of characters in a string that occur at the same position in the string as in the English alphabet (case insensitive).
assert count_char_position(""xbcefg"") == 2
""""""
",count_char_position
Mbpp/120,"def max_product_tuple(tuples):
    # Initialize variables to keep track of the maximum product and the tuple with this maximum product
    max_product = float('-inf')
    max_product_tuple = None

    # Iterate over all possible pairs of tuples
    for i in range(len(tuples)):
        for j in range(i + 1, len(tuples)):
            # Calculate the product of the numbers from each tuple in the pair
            product = tuples[i][0] * tuples[j][0] if len(tuples[i]) == 1 and len(tuples[j]) == 1 else max(tuples[i][0] * tuples[j][0], max_product_tuple(tuples[i]) * max_product_tuple(tuples[j]))

            # Update the maximum product and the tuple if the current product is greater
            if product > max_product:
                max_product = product
                max_product_tuple = (tuples[i], tuples[j])

    return max_product_tuple",fail,fail,"[[[[2, 7], [2, 6], [1, 8], [4, 9]]]]","[[[[-10, 20], [15, -2], [-5, 10]]]]","
def max_product_tuple(list1):
    return max(abs(x * y) for x, y in list1)
","""""""
Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.
assert max_product_tuple([(2, 7), (2, 6), (1, 8), (4, 9)] )==36
""""""
",max_product_tuple
Mbpp/132,"def tup_to_str(tup):
    """"""Convert a tuple to a string.""""""
    return ' '.join(tup)

# Test case
assert tup_to_str(('e', 'x', 'e', 'r', 'c', 'i', 's', 'e', 's')) == ""exercises""",fail,fail,[],[],"
def tup_string(tup1):
  return ''.join(tup1)
","""""""
Write a function to convert a tuple to a string.
assert tup_string(('e', 'x', 'e', 'r', 'c', 'i', 's', 'e', 's'))==(""exercises"")
""""""
",tup_string
Mbpp/223,"def is_majority(arr, n, element):
    # Check if the array length is valid
    if len(arr) != n:
        return False

    # Count occurrences of the element
    count = arr.count(element)

    # Determine if the element is the majority
    majority_threshold = n // 2 + 1
    if count > majority_threshold:
        return True
    else:
        return False",fail,pass,"[[[1, 2, 3, 3, 3, 3, 10], 7, 3]]",[],"
from bisect import bisect_left, bisect_right
def is_majority(arr, n, x):
	if x not in arr:
		return False
	l = bisect_left(arr, x)
	r = bisect_right(arr, x)
	return r - l > n / 2
","""""""
Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)
assert is_majority([1, 2, 3, 3, 3, 3, 10], 7, 3) == True
""""""
",is_majority
Mbpp/89,"def closest_num(n):
    """"""
    Finds the closest smaller number than n.
    
    :param n: int
    :return: int
    """"""
    if n < 0:
        return None  # Return None for negative numbers as there is no smaller negative number
    return n - 1",pass,fail,[],[[-5]],"
def closest_num(N):
  return (N - 1)
","""""""
Write a function to find the closest smaller number than n.
assert closest_num(11) == 10
""""""
",closest_num
Mbpp/160,"def find_solution(a, b, n):
    """"""
    Finds integers x and y such that ax + by = n.
    Returns a tuple (x, y) if a solution exists, otherwise returns None.
    """"""
    # Check if the equation has a solution
    if (a * n) % b == 0 or (b * n) % a == 0:
        # Calculate x and y
        x = (n * a) // b
        y = (n * b) // a
        return (x, y)
    else:
        return None",fail,fail,"[[2, 3, 7]]","[[100, 50, 4000]]","
def find_solution(a, b, n):
	i = 0
	while i * a <= n:
		if (n - (i * a)) % b == 0: 
			return (i, (n - (i * a)) // b)
		i = i + 1
	return None
","""""""
Write a function that returns integers x and y that satisfy ax + by = n as a tuple, or return None if no solution exists.
assert find_solution(2, 3, 7) == (2, 1)
""""""
",find_solution
Mbpp/167,"def next_power_of_2(n):
    """"""
    Returns the smallest power of 2 that is greater than or equal to n.
    :param n: int, the input number.
    :return: int, the smallest power of 2 >= n.
    """"""
    if n == 0:
        return 1
    else:
        return 2 ** (n - 1)",fail,fail,[[5]],[[8]],"
def next_power_of_2(n): 
  if n and not n & (n - 1):
    return n
  res = 1
  while n != 0: 
    n >>= 1
    res <<= 1
  return res; 
","""""""
Write a python function to find the smallest power of 2 greater than or equal to n.
assert next_power_of_2(0) == 1
""""""
",next_power_of_2
Mbpp/128,"def long_words(n, words):
    """"""
    Finds words longer than n characters from a given list of words.

    :param n: The minimum length of words to be returned.
    :type n: int
    :param words: A list of words.
    :type words: list(str)
    :return: A list of words longer than n characters.
    :rtype: list(str)
    """"""
    return [word for word in words if len(word) > n]",fail,fail,"[[3, 'python is a programming language']]","[[0, 'abc  def  ghi  jklm  nopqrs   tuvwxyz']]","
def long_words(n, s):
    return list(filter(lambda x: len(x) > n, s.split(' ')))
","""""""
Write a function to find words that are longer than n characters from a given list of words.
assert long_words(3,""python is a programming language"")==['python','programming','language']
""""""
",long_words
Mbpp/106,"def add_lists(list_to_add, tuples_to_append):
    # Ensure the input types are compatible
    if not isinstance(list_to_add, list) or not all(isinstance(item, int) for item in list_to_add):
        raise TypeError(""First argument must be a list of integers."")
    if not all(isinstance(t, tuple) for t in tuples_to_append):
        raise TypeError(""Second argument must be a list of tuples."")

    # Append the list to each tuple
    result = []
    for t in tuples_to_append:
        result.append(t + list_to_add)

    return result",fail,fail,"[[[5, 6, 7], [9, 10]]]","[[[], [1, 2, 3]]]","
def add_lists(test_list, test_tup):
  return test_tup + tuple(test_list)
","""""""
Write a function to append the given list to the given tuples.
assert add_lists([5, 6, 7], (9, 10)) == (9, 10, 5, 6, 7)
""""""
",add_lists
Mbpp/111,"def common_in_nested_lists(nested_lists):
    # Flatten the nested lists into a single list
    flat_list = [item for sublist in nested_lists for item in sublist]
    
    # Convert the flat list to a set to remove duplicates
    unique_elements = set(flat_list)
    
    return unique_elements",fail,fail,"[[[[12, 18, 23, 25, 45], [7, 12, 18, 24, 28], [1, 5, 8, 12, 15, 16, 18]]]]","[[[[1, 2, 3, 4, 5], [2, 3, 4, 5, 6], [3, 4, 5, 6, 7], [4, 5, 6, 7, 8]]]]","
def common_in_nested_lists(nestedlist):
    return list(set.intersection(*map(set, nestedlist)))
","""""""
Write a function to find the common elements in given nested lists.
assert set(common_in_nested_lists([[12, 18, 23, 25, 45], [7, 12, 18, 24, 28], [1, 5, 8, 12, 15, 16, 18]]))==set([18, 12])
""""""
",common_in_nested_lists
Mbpp/237,"def check_occurrences(tuples_list):
    # Create an empty dictionary to store the occurrences
    occurrences = {}
    
    # Iterate over each tuple in the list
    for tup in tuples_list:
        # If the tuple is already in the dictionary, increment its count
        if tup in occurrences:
            occurrences[tup] += 1
        # Otherwise, add the tuple to the dictionary with a count of 1
        else:
            occurrences[tup] = 1
    
    # Return the dictionary of occurrences
    return occurrences

# Test the function with the provided example
assert check_occurrences([(3, 1), (1, 3), (2, 5), (5, 2), (6, 3)]) == {(1, 3): 2, (2, 5): 2, (3, 6): 1}",fail,fail,[],[],"
from collections import Counter 
def check_occurences(test_list):
  return dict(Counter(tuple(sorted(t)) for t in test_list))
","""""""
Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.
assert check_occurences([(3, 1), (1, 3), (2, 5), (5, 2), (6, 3)] ) == {(1, 3): 2, (2, 5): 2, (3, 6): 1}
""""""
",check_occurences
Mbpp/245,"def max_bitonic_subsequence_sum(arr):
    n = len(arr)
    if n < 2:
        return 0  # No bitonic subsequence possible

    # Initialize variables
    max_sum = 0
    current_sum = 0
    start = 0
    end = 0

    # Iterate through the array
    for i in range(1, n):
        # If current element is greater than the last element in the subsequence
        if arr[i] > arr[end]:
            current_sum += arr[i]
            end = i
        else:
            # Update current_sum and check if it's the maximum so far
            current_sum = arr[i]
            if current_sum > max_sum:
                max_sum = current_sum
            start = end - 1  # Move the start to just before the peak

    return max_sum

# Test the function with the provided example
assert max_bitonic_subsequence_sum([1, 15, 51, 45, 33, 100, 12, 18, 9]) == 194",fail,fail,[],[],"
def max_sum(arr): 
	MSIBS = arr[:] 
	for i in range(len(arr)): 
		for j in range(0, i): 
			if arr[i] > arr[j] and MSIBS[i] < MSIBS[j] + arr[i]: 
				MSIBS[i] = MSIBS[j] + arr[i] 
	MSDBS = arr[:] 
	for i in range(1, len(arr) + 1): 
		for j in range(1, i): 
			if arr[-i] > arr[-j] and MSDBS[-i] < MSDBS[-j] + arr[-i]: 
				MSDBS[-i] = MSDBS[-j] + arr[-i] 
	max_sum = float(""-Inf"") 
	for i, j, k in zip(MSIBS, MSDBS, arr): 
		max_sum = max(max_sum, i + j - k) 
	return max_sum
","""""""
Write a function that takes an array and finds the maximum sum of a bitonic subsequence for the given array, where a sequence is bitonic if it is first increasing and then decreasing.
assert max_sum([1, 15, 51, 45, 33, 100, 12, 18, 9]) == 194
""""""
",max_sum
